Level_Emosi,Tipe_Emosi,Sumber_Emosi,Pertanyaan_Analisis
Sangat Buruk,Kecewa,Sekolah,Apa yang membuat kamu merasa kecewa di Sekolah? | Apa yang bisa menyebabkan perasaan kecewa kamu di Sekolah? | Bagaimana situasi di Sekolah mempengaruhi perasaan kamu yang kecewa? | Bagaimana perasaan sangat buruk ini mempengaruhi keseharianmu di Sekolah? | Bagaimana kamu bisa mengatasi rasa kecewa setelah situasi yang tidak sesuai harapan di Sekolah?
Netral,Bahagia,Restoran,"Apa yang membuat kamu merasa bahagia di Restoran? | Apa yang bisa menyebabkan perasaan bahagia kamu di Restoran? | Bagaimana situasi di Restoran mempengaruhi perasaan kamu yang bahagia? | Bagaimana kamu bisa mengubah perasaan netral di Restoran menjadi lebih positif atau negatif? | Ketika kamu merasa bahagia di Restoran, apa yang ingin kamu lakukan untuk membagikan kebahagiaan itu?"
Netral,Bahagia,Transportasi Umum,"Apa yang membuat kamu merasa bahagia di Transportasi Umum? | Apa yang bisa menyebabkan perasaan bahagia kamu di Transportasi Umum? | Bagaimana situasi di Transportasi Umum mempengaruhi perasaan kamu yang bahagia? | Bagaimana kamu bisa mengubah perasaan netral di Transportasi Umum menjadi lebih positif atau negatif? | Ketika kamu merasa bahagia di Transportasi Umum, apa yang ingin kamu lakukan untuk membagikan kebahagiaan itu?"
Netral,Bahagia,Tempat Ibadah,"Apa yang membuat kamu merasa bahagia di Tempat Ibadah? | Apa yang bisa menyebabkan perasaan bahagia kamu di Tempat Ibadah? | Bagaimana situasi di Tempat Ibadah mempengaruhi perasaan kamu yang bahagia? | Bagaimana kamu bisa mengubah perasaan netral di Tempat Ibadah menjadi lebih positif atau negatif? | Apa yang membuat kamu merasa bahagia di Tempat Ibadah, dan bagaimana kamu bisa menjaga perasaan itu?"
Netral,Bahagia,Pasar,"Apa yang membuat kamu merasa bahagia di Pasar? | Apa yang bisa menyebabkan perasaan bahagia kamu di Pasar? | Bagaimana situasi di Pasar mempengaruhi perasaan kamu yang bahagia? | Apa yang bisa meningkatkan atau menurunkan perasaan netral kamu di Pasar? | Apa yang membuat kamu merasa bahagia di Pasar, dan bagaimana kamu bisa menjaga perasaan itu?"
Netral,Bahagia,Event,"Apa yang membuat kamu merasa bahagia di Event? | Apa yang bisa menyebabkan perasaan bahagia kamu di Event? | Bagaimana situasi di Event mempengaruhi perasaan kamu yang bahagia? | Bagaimana kamu bisa mengubah perasaan netral di Event menjadi lebih positif atau negatif? | Ketika kamu merasa bahagia di Event, apa yang ingin kamu lakukan untuk membagikan kebahagiaan itu?"
Netral,Bahagia,Lokasi Olahraga,"Apa yang membuat kamu merasa bahagia di Lokasi Olahraga? | Apa yang bisa menyebabkan perasaan bahagia kamu di Lokasi Olahraga? | Bagaimana situasi di Lokasi Olahraga mempengaruhi perasaan kamu yang bahagia? | Apa yang bisa meningkatkan atau menurunkan perasaan netral kamu di Lokasi Olahraga? | Apa yang membuat kamu merasa bahagia di Lokasi Olahraga, dan bagaimana kamu bisa menjaga perasaan itu?"
Netral,Bahagia,Studio Seni,"Apa yang membuat kamu merasa bahagia di Studio Seni? | Apa yang bisa menyebabkan perasaan bahagia kamu di Studio Seni? | Bagaimana situasi di Studio Seni mempengaruhi perasaan kamu yang bahagia? | Apa yang bisa meningkatkan atau menurunkan perasaan netral kamu di Studio Seni? | Apa yang membuat kamu merasa bahagia di Studio Seni, dan bagaimana kamu bisa menjaga perasaan itu?"
Netral,Bahagia,Kantor Pemerintah,"Apa yang membuat kamu merasa bahagia di Kantor Pemerintah? | Apa yang bisa menyebabkan perasaan bahagia kamu di Kantor Pemerintah? | Bagaimana situasi di Kantor Pemerintah mempengaruhi perasaan kamu yang bahagia? | Bagaimana kamu bisa mengubah perasaan netral di Kantor Pemerintah menjadi lebih positif atau negatif? | Apa yang membuat kamu merasa bahagia di Kantor Pemerintah, dan bagaimana kamu bisa menjaga perasaan itu?"
Netral,Bahagia,Kegiatan Sosial,"Apa yang membuat kamu merasa bahagia di Kegiatan Sosial? | Apa yang bisa menyebabkan perasaan bahagia kamu di Kegiatan Sosial? | Bagaimana situasi di Kegiatan Sosial mempengaruhi perasaan kamu yang bahagia? | Bagaimana kamu bisa mengubah perasaan netral di Kegiatan Sosial menjadi lebih positif atau negatif? | Ketika kamu merasa bahagia di Kegiatan Sosial, apa yang ingin kamu lakukan untuk membagikan kebahagiaan itu?"
Netral,Bahagia,Bandara,"Apa yang membuat kamu merasa bahagia di Bandara? | Apa yang bisa menyebabkan perasaan bahagia kamu di Bandara? | Bagaimana situasi di Bandara mempengaruhi perasaan kamu yang bahagia? | Apa yang bisa meningkatkan atau menurunkan perasaan netral kamu di Bandara? | Ketika kamu merasa bahagia di Bandara, apa yang ingin kamu lakukan untuk membagikan kebahagiaan itu?"
Netral,Bahagia,Stadion,"Apa yang membuat kamu merasa bahagia di Stadion? | Apa yang bisa menyebabkan perasaan bahagia kamu di Stadion? | Bagaimana situasi di Stadion mempengaruhi perasaan kamu yang bahagia? | Apa yang bisa meningkatkan atau menurunkan perasaan netral kamu di Stadion? | Apa yang membuat kamu merasa bahagia di Stadion, dan bagaimana kamu bisa menjaga perasaan itu?"
Netral,Bahagia,Pusat Perbelanjaan,"Apa yang membuat kamu merasa bahagia di Pusat Perbelanjaan? | Apa yang bisa menyebabkan perasaan bahagia kamu di Pusat Perbelanjaan? | Bagaimana situasi di Pusat Perbelanjaan mempengaruhi perasaan kamu yang bahagia? | Bagaimana kamu bisa mengubah perasaan netral di Pusat Perbelanjaan menjadi lebih positif atau negatif? | Ketika kamu merasa bahagia di Pusat Perbelanjaan, apa yang ingin kamu lakukan untuk membagikan kebahagiaan itu?"
Netral,Bahagia,Bioskop,"Apa yang membuat kamu merasa bahagia di Bioskop? | Apa yang bisa menyebabkan perasaan bahagia kamu di Bioskop? | Bagaimana situasi di Bioskop mempengaruhi perasaan kamu yang bahagia? | Bagaimana kamu bisa mengubah perasaan netral di Bioskop menjadi lebih positif atau negatif? | Apa yang membuat kamu merasa bahagia di Bioskop, dan bagaimana kamu bisa menjaga perasaan itu?"
Netral,Bahagia,Hotel,"Apa yang membuat kamu merasa bahagia di Hotel? | Apa yang bisa menyebabkan perasaan bahagia kamu di Hotel? | Bagaimana situasi di Hotel mempengaruhi perasaan kamu yang bahagia? | Apa yang bisa meningkatkan atau menurunkan perasaan netral kamu di Hotel? | Apa yang membuat kamu merasa bahagia di Hotel, dan bagaimana kamu bisa menjaga perasaan itu?"
Netral,Bahagia,Kantor Pos,"Apa yang membuat kamu merasa bahagia di Kantor Pos? | Apa yang bisa menyebabkan perasaan bahagia kamu di Kantor Pos? | Bagaimana situasi di Kantor Pos mempengaruhi perasaan kamu yang bahagia? | Bagaimana kamu bisa mengubah perasaan netral di Kantor Pos menjadi lebih positif atau negatif? | Apa yang membuat kamu merasa bahagia di Kantor Pos, dan bagaimana kamu bisa menjaga perasaan itu?"
Netral,Bahagia,Pelabuhan,"Apa yang membuat kamu merasa bahagia di Pelabuhan? | Apa yang bisa menyebabkan perasaan bahagia kamu di Pelabuhan? | Bagaimana situasi di Pelabuhan mempengaruhi perasaan kamu yang bahagia? | Apa yang bisa meningkatkan atau menurunkan perasaan netral kamu di Pelabuhan? | Ketika kamu merasa bahagia di Pelabuhan, apa yang ingin kamu lakukan untuk membagikan kebahagiaan itu?"
Netral,Bahagia,Pabrik,"Apa yang membuat kamu merasa bahagia di Pabrik? | Apa yang bisa menyebabkan perasaan bahagia kamu di Pabrik? | Bagaimana situasi di Pabrik mempengaruhi perasaan kamu yang bahagia? | Apa yang bisa meningkatkan atau menurunkan perasaan netral kamu di Pabrik? | Apa yang membuat kamu merasa bahagia di Pabrik, dan bagaimana kamu bisa menjaga perasaan itu?"
Netral,Bahagia,Gedung Serbaguna,"Apa yang membuat kamu merasa bahagia di Gedung Serbaguna? | Apa yang bisa menyebabkan perasaan bahagia kamu di Gedung Serbaguna? | Bagaimana situasi di Gedung Serbaguna mempengaruhi perasaan kamu yang bahagia? | Bagaimana kamu bisa mengubah perasaan netral di Gedung Serbaguna menjadi lebih positif atau negatif? | Apa yang membuat kamu merasa bahagia di Gedung Serbaguna, dan bagaimana kamu bisa menjaga perasaan itu?"
Netral,Bahagia,Stasiun Kereta,"Apa yang membuat kamu merasa bahagia di Stasiun Kereta? | Apa yang bisa menyebabkan perasaan bahagia kamu di Stasiun Kereta? | Bagaimana situasi di Stasiun Kereta mempengaruhi perasaan kamu yang bahagia? | Apa yang bisa meningkatkan atau menurunkan perasaan netral kamu di Stasiun Kereta? | Apa yang membuat kamu merasa bahagia di Stasiun Kereta, dan bagaimana kamu bisa menjaga perasaan itu?"
Netral,Bahagia,Gedung Pertunjukan,"Apa yang membuat kamu merasa bahagia di Gedung Pertunjukan? | Apa yang bisa menyebabkan perasaan bahagia kamu di Gedung Pertunjukan? | Bagaimana situasi di Gedung Pertunjukan mempengaruhi perasaan kamu yang bahagia? | Apa yang bisa meningkatkan atau menurunkan perasaan netral kamu di Gedung Pertunjukan? | Ketika kamu merasa bahagia di Gedung Pertunjukan, apa yang ingin kamu lakukan untuk membagikan kebahagiaan itu?"
Netral,Bahagia,Balai Kota,"Apa yang membuat kamu merasa bahagia di Balai Kota? | Apa yang bisa menyebabkan perasaan bahagia kamu di Balai Kota? | Bagaimana situasi di Balai Kota mempengaruhi perasaan kamu yang bahagia? | Apa yang bisa meningkatkan atau menurunkan perasaan netral kamu di Balai Kota? | Ketika kamu merasa bahagia di Balai Kota, apa yang ingin kamu lakukan untuk membagikan kebahagiaan itu?"
Netral,Bahagia,Terminal Bus,"Apa yang membuat kamu merasa bahagia di Terminal Bus? | Apa yang bisa menyebabkan perasaan bahagia kamu di Terminal Bus? | Bagaimana situasi di Terminal Bus mempengaruhi perasaan kamu yang bahagia? | Apa yang bisa meningkatkan atau menurunkan perasaan netral kamu di Terminal Bus? | Ketika kamu merasa bahagia di Terminal Bus, apa yang ingin kamu lakukan untuk membagikan kebahagiaan itu?"
Netral,Bahagia,Rumah Sakit,"Apa yang membuat kamu merasa bahagia di Rumah Sakit? | Apa yang bisa menyebabkan perasaan bahagia kamu di Rumah Sakit? | Bagaimana situasi di Rumah Sakit mempengaruhi perasaan kamu yang bahagia? | Apa yang bisa meningkatkan atau menurunkan perasaan netral kamu di Rumah Sakit? | Apa yang membuat kamu merasa bahagia di Rumah Sakit, dan bagaimana kamu bisa menjaga perasaan itu?"
Netral,Bahagia,Apotek,"Apa yang membuat kamu merasa bahagia di Apotek? | Apa yang bisa menyebabkan perasaan bahagia kamu di Apotek? | Bagaimana situasi di Apotek mempengaruhi perasaan kamu yang bahagia? | Apa yang bisa meningkatkan atau menurunkan perasaan netral kamu di Apotek? | Apa yang membuat kamu merasa bahagia di Apotek, dan bagaimana kamu bisa menjaga perasaan itu?"
Netral,Bahagia,Gudang,"Apa yang membuat kamu merasa bahagia di Gudang? | Apa yang bisa menyebabkan perasaan bahagia kamu di Gudang? | Bagaimana situasi di Gudang mempengaruhi perasaan kamu yang bahagia? | Bagaimana kamu bisa mengubah perasaan netral di Gudang menjadi lebih positif atau negatif? | Ketika kamu merasa bahagia di Gudang, apa yang ingin kamu lakukan untuk membagikan kebahagiaan itu?"
Netral,Bahagia,Arena Konser,"Apa yang membuat kamu merasa bahagia di Arena Konser? | Apa yang bisa menyebabkan perasaan bahagia kamu di Arena Konser? | Bagaimana situasi di Arena Konser mempengaruhi perasaan kamu yang bahagia? | Bagaimana kamu bisa mengubah perasaan netral di Arena Konser menjadi lebih positif atau negatif? | Apa yang membuat kamu merasa bahagia di Arena Konser, dan bagaimana kamu bisa menjaga perasaan itu?"
Netral,Bahagia,Kuil,"Apa yang membuat kamu merasa bahagia di Kuil? | Apa yang bisa menyebabkan perasaan bahagia kamu di Kuil? | Bagaimana situasi di Kuil mempengaruhi perasaan kamu yang bahagia? | Apa yang bisa meningkatkan atau menurunkan perasaan netral kamu di Kuil? | Apa yang membuat kamu merasa bahagia di Kuil, dan bagaimana kamu bisa menjaga perasaan itu?"
Netral,Bahagia,Hutan,"Apa yang membuat kamu merasa bahagia di Hutan? | Apa yang bisa menyebabkan perasaan bahagia kamu di Hutan? | Bagaimana situasi di Hutan mempengaruhi perasaan kamu yang bahagia? | Apa yang bisa meningkatkan atau menurunkan perasaan netral kamu di Hutan? | Ketika kamu merasa bahagia di Hutan, apa yang ingin kamu lakukan untuk membagikan kebahagiaan itu?"
Netral,Bahagia,Desa,"Apa yang membuat kamu merasa bahagia di Desa? | Apa yang bisa menyebabkan perasaan bahagia kamu di Desa? | Bagaimana situasi di Desa mempengaruhi perasaan kamu yang bahagia? | Apa yang bisa meningkatkan atau menurunkan perasaan netral kamu di Desa? | Ketika kamu merasa bahagia di Desa, apa yang ingin kamu lakukan untuk membagikan kebahagiaan itu?"
Netral,Bahagia,Perkebunan,"Apa yang membuat kamu merasa bahagia di Perkebunan? | Apa yang bisa menyebabkan perasaan bahagia kamu di Perkebunan? | Bagaimana situasi di Perkebunan mempengaruhi perasaan kamu yang bahagia? | Apa yang bisa meningkatkan atau menurunkan perasaan netral kamu di Perkebunan? | Apa yang membuat kamu merasa bahagia di Perkebunan, dan bagaimana kamu bisa menjaga perasaan itu?"
Netral,Bahagia,Pulau,"Apa yang membuat kamu merasa bahagia di Pulau? | Apa yang bisa menyebabkan perasaan bahagia kamu di Pulau? | Bagaimana situasi di Pulau mempengaruhi perasaan kamu yang bahagia? | Bagaimana kamu bisa mengubah perasaan netral di Pulau menjadi lebih positif atau negatif? | Apa yang membuat kamu merasa bahagia di Pulau, dan bagaimana kamu bisa menjaga perasaan itu?"
Netral,Bahagia,Bukit,"Apa yang membuat kamu merasa bahagia di Bukit? | Apa yang bisa menyebabkan perasaan bahagia kamu di Bukit? | Bagaimana situasi di Bukit mempengaruhi perasaan kamu yang bahagia? | Bagaimana kamu bisa mengubah perasaan netral di Bukit menjadi lebih positif atau negatif? | Ketika kamu merasa bahagia di Bukit, apa yang ingin kamu lakukan untuk membagikan kebahagiaan itu?"
Netral,Bahagia,Danau,"Apa yang membuat kamu merasa bahagia di Danau? | Apa yang bisa menyebabkan perasaan bahagia kamu di Danau? | Bagaimana situasi di Danau mempengaruhi perasaan kamu yang bahagia? | Apa yang bisa meningkatkan atau menurunkan perasaan netral kamu di Danau? | Apa yang membuat kamu merasa bahagia di Danau, dan bagaimana kamu bisa menjaga perasaan itu?"
Netral,Bahagia,Sungai,"Apa yang membuat kamu merasa bahagia di Sungai? | Apa yang bisa menyebabkan perasaan bahagia kamu di Sungai? | Bagaimana situasi di Sungai mempengaruhi perasaan kamu yang bahagia? | Apa yang bisa meningkatkan atau menurunkan perasaan netral kamu di Sungai? | Ketika kamu merasa bahagia di Sungai, apa yang ingin kamu lakukan untuk membagikan kebahagiaan itu?"
Netral,Bahagia,Taman Nasional,"Apa yang membuat kamu merasa bahagia di Taman Nasional? | Apa yang bisa menyebabkan perasaan bahagia kamu di Taman Nasional? | Bagaimana situasi di Taman Nasional mempengaruhi perasaan kamu yang bahagia? | Bagaimana kamu bisa mengubah perasaan netral di Taman Nasional menjadi lebih positif atau negatif? | Apa yang membuat kamu merasa bahagia di Taman Nasional, dan bagaimana kamu bisa menjaga perasaan itu?"
Netral,Bahagia,Zona Industri,"Apa yang membuat kamu merasa bahagia di Zona Industri? | Apa yang bisa menyebabkan perasaan bahagia kamu di Zona Industri? | Bagaimana situasi di Zona Industri mempengaruhi perasaan kamu yang bahagia? | Apa yang bisa meningkatkan atau menurunkan perasaan netral kamu di Zona Industri? | Ketika kamu merasa bahagia di Zona Industri, apa yang ingin kamu lakukan untuk membagikan kebahagiaan itu?"
Netral,Bahagia,Pusat Kebugaran,"Apa yang membuat kamu merasa bahagia di Pusat Kebugaran? | Apa yang bisa menyebabkan perasaan bahagia kamu di Pusat Kebugaran? | Bagaimana situasi di Pusat Kebugaran mempengaruhi perasaan kamu yang bahagia? | Apa yang bisa meningkatkan atau menurunkan perasaan netral kamu di Pusat Kebugaran? | Ketika kamu merasa bahagia di Pusat Kebugaran, apa yang ingin kamu lakukan untuk membagikan kebahagiaan itu?"
Netral,Bahagia,Kedai Buku,"Apa yang membuat kamu merasa bahagia di Kedai Buku? | Apa yang bisa menyebabkan perasaan bahagia kamu di Kedai Buku? | Bagaimana situasi di Kedai Buku mempengaruhi perasaan kamu yang bahagia? | Apa yang bisa meningkatkan atau menurunkan perasaan netral kamu di Kedai Buku? | Ketika kamu merasa bahagia di Kedai Buku, apa yang ingin kamu lakukan untuk membagikan kebahagiaan itu?"
Netral,Bahagia,Galeri Seni,"Apa yang membuat kamu merasa bahagia di Galeri Seni? | Apa yang bisa menyebabkan perasaan bahagia kamu di Galeri Seni? | Bagaimana situasi di Galeri Seni mempengaruhi perasaan kamu yang bahagia? | Bagaimana kamu bisa mengubah perasaan netral di Galeri Seni menjadi lebih positif atau negatif? | Apa yang membuat kamu merasa bahagia di Galeri Seni, dan bagaimana kamu bisa menjaga perasaan itu?"
Netral,Bahagia,Pusat Teknologi,"Apa yang membuat kamu merasa bahagia di Pusat Teknologi? | Apa yang bisa menyebabkan perasaan bahagia kamu di Pusat Teknologi? | Bagaimana situasi di Pusat Teknologi mempengaruhi perasaan kamu yang bahagia? | Apa yang bisa meningkatkan atau menurunkan perasaan netral kamu di Pusat Teknologi? | Ketika kamu merasa bahagia di Pusat Teknologi, apa yang ingin kamu lakukan untuk membagikan kebahagiaan itu?"
Netral,Bahagia,Laboratorium,"Apa yang membuat kamu merasa bahagia di Laboratorium? | Apa yang bisa menyebabkan perasaan bahagia kamu di Laboratorium? | Bagaimana situasi di Laboratorium mempengaruhi perasaan kamu yang bahagia? | Bagaimana kamu bisa mengubah perasaan netral di Laboratorium menjadi lebih positif atau negatif? | Apa yang membuat kamu merasa bahagia di Laboratorium, dan bagaimana kamu bisa menjaga perasaan itu?"
Netral,Bahagia,Pusat Komunitas,"Apa yang membuat kamu merasa bahagia di Pusat Komunitas? | Apa yang bisa menyebabkan perasaan bahagia kamu di Pusat Komunitas? | Bagaimana situasi di Pusat Komunitas mempengaruhi perasaan kamu yang bahagia? | Bagaimana kamu bisa mengubah perasaan netral di Pusat Komunitas menjadi lebih positif atau negatif? | Apa yang membuat kamu merasa bahagia di Pusat Komunitas, dan bagaimana kamu bisa menjaga perasaan itu?"
Netral,Bahagia,Tempat Parkir,"Apa yang membuat kamu merasa bahagia di Tempat Parkir? | Apa yang bisa menyebabkan perasaan bahagia kamu di Tempat Parkir? | Bagaimana situasi di Tempat Parkir mempengaruhi perasaan kamu yang bahagia? | Bagaimana kamu bisa mengubah perasaan netral di Tempat Parkir menjadi lebih positif atau negatif? | Apa yang membuat kamu merasa bahagia di Tempat Parkir, dan bagaimana kamu bisa menjaga perasaan itu?"
Netral,Bahagia,Lapangan Terbuka,"Apa yang membuat kamu merasa bahagia di Lapangan Terbuka? | Apa yang bisa menyebabkan perasaan bahagia kamu di Lapangan Terbuka? | Bagaimana situasi di Lapangan Terbuka mempengaruhi perasaan kamu yang bahagia? | Bagaimana kamu bisa mengubah perasaan netral di Lapangan Terbuka menjadi lebih positif atau negatif? | Ketika kamu merasa bahagia di Lapangan Terbuka, apa yang ingin kamu lakukan untuk membagikan kebahagiaan itu?"
